"clientId","transactionId","sku","name","units","value","subcategory","category"
"xeta","ACT1_M_79316","CHEMBL2180019","CHEMBL2180019",3.71,644.74,"Bakingsoda","soda"
"xeta","ACT1_M_79319","CHEMBL1779006","CHEMBL1779006",8.39,1901.53,"Acetaminophen","soda"
"xeta","ACT1_M_79321","CHEMBL1407985","CHEMBL1407985",5.37,483.3,"AceticAcid","acid"
"xeta","ACT1_M_79322","CHEMBL1356763","CHEMBL1356763",9.57,547.19,"Ehtanol","H2"
"xeta","ACT1_M_79327","CHEMBL841","CHEMBL841",1.52,783.37,"CarbonDioxide","carbon"
"xeta","ACT1_M_79328","CHEMBL186665","CHEMBL186665",7.04,1827.07,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79330","CHEMBL64","CHEMBL64",9.2,2059.12,"SodiumChloride","calcium"
"xeta","ACT1_M_79331","CHEMBL1778641","CHEMBL1778641",9.2,1060.54,"Methane","carbon"
"xeta","ACT1_M_79332","CHEMBL2087856","CHEMBL2087856",6.52,263.19,"Aspirin","carbon"
"xeta","ACT1_M_79339","CHEMBL1650736","CHEMBL1650736",1.88,1025.68,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79340","CHEMBL441083","CHEMBL441083",6.68,813.55,"Bakingsoda","soda"
"xeta","ACT1_M_79343","CHEMBL550167","CHEMBL550167",2.12,157.51,"Acetaminophen","soda"
"xeta","ACT1_M_79344","CHEMBL1835907","CHEMBL1835907",2.09,734.87,"AceticAcid","acid"
"xeta","ACT1_M_79345","CHEMBL1201173","CHEMBL1201173",8.55,141.68,"Ehtanol","H2"
"xeta","ACT1_M_79346","CHEMBL1338338","CHEMBL1338338",2.15,886.93,"CarbonDioxide","carbon"
"xeta","ACT1_M_79352","CHEMBL1289232","CHEMBL1289232",1.09,1252.05,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79353","CHEMBL341087","CHEMBL341087",7.03,569,"SodiumChloride","calcium"
"xeta","ACT1_M_79355","CHEMBL428462","CHEMBL428462",6.05,1166.03,"Methane","carbon"
"xeta","ACT1_M_79356","CHEMBL1184268","CHEMBL1184268",5.55,906.16,"Aspirin","carbon"
"xeta","ACT1_M_79358","CHEMBL441479","CHEMBL441479",7.89,1497.47,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79359","CHEMBL1609658","CHEMBL1609658",6.18,496.34,"Bakingsoda","soda"
"xeta","ACT1_M_79360","CHEMBL2011912","CHEMBL2011912",5.1,1645.3,"Acetaminophen","soda"
"xeta","ACT1_M_79361","CHEMBL1809044","CHEMBL1809044",1.21,526.48,"AceticAcid","acid"
"xeta","ACT1_M_79362","CHEMBL2036760","CHEMBL2036760",3.54,389.77,"Ehtanol","H2"
"xeta","ACT1_M_79373","CHEMBL146095","CHEMBL146095",1.97,1326.93,"CarbonDioxide","carbon"
"xeta","ACT1_M_79376","CHEMBL511444","CHEMBL511444",4.29,570.83,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79377","CHEMBL1779004","CHEMBL1779004",5.09,2002.45,"SodiumChloride","calcium"
"xeta","ACT1_M_79378","CHEMBL1669156","CHEMBL1669156",7.14,1317.22,"Methane","carbon"
"xeta","ACT1_M_79379","CHEMBL1669158","CHEMBL1669158",1.08,91.27,"Aspirin","carbon"
"xeta","ACT1_M_79380","CHEMBL319077","CHEMBL319077",8.77,240.47,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79382","CHEMBL2036569","CHEMBL2036569",9.13,1095.56,"Bakingsoda","soda"
"xeta","ACT1_M_79383","CHEMBL700","CHEMBL700",4.96,705.18,"Acetaminophen","soda"
"xeta","ACT1_M_79384","CHEMBL524165","CHEMBL524165",5.3,1219.66,"AceticAcid","acid"
"xeta","ACT1_M_79385","CHEMBL2059379","CHEMBL2059379",8.56,144.64,"Ehtanol","H2"
"xeta","ACT1_M_79386","CHEMBL334492","CHEMBL334492",7.14,914.64,"CarbonDioxide","carbon"
"xeta","ACT1_M_79387","CHEMBL562847","CHEMBL562847",1.08,953.24,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79388","CHEMBL2036588","CHEMBL2036588",9.17,583.77,"SodiumChloride","calcium"
"xeta","ACT1_M_79390","CHEMBL101468","CHEMBL101468",4.53,634.27,"Methane","carbon"
"xeta","ACT1_M_79391","CHEMBL1222381","CHEMBL1222381",1.22,1443.12,"Aspirin","carbon"
"xeta","ACT1_M_79392","CHEMBL1399574","CHEMBL1399574",5.06,844.21,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79393","CHEMBL2011910","CHEMBL2011910",3.94,1731.89,"Bakingsoda","soda"
"xeta","ACT1_M_79394","CHEMBL139250","CHEMBL139250",6.08,1089.04,"Acetaminophen","soda"
"xeta","ACT1_M_79395","CHEMBL2325695","CHEMBL2325695",5.38,816.12,"AceticAcid","acid"
"xeta","ACT1_M_79396","CHEMBL1916275","CHEMBL1916275",3.51,2010.41,"Ehtanol","H2"
"xeta","ACT1_M_79397","CHEMBL1508","CHEMBL1508",6.94,346.75,"CarbonDioxide","carbon"
"xeta","ACT1_M_79398","CHEMBL101779","CHEMBL101779",8.31,1706.55,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79399","CHEMBL435582","CHEMBL435582",9.06,1746.3,"SodiumChloride","calcium"
"xeta","ACT1_M_79400","CHEMBL1448843","CHEMBL1448843",4.7,625.43,"Methane","carbon"
"xeta","ACT1_M_79401","CHEMBL174310","CHEMBL174310",2.88,102.26,"Aspirin","carbon"
"xeta","ACT1_M_79402","CHEMBL26","CHEMBL26",1.53,1678.54,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79403","CHEMBL451","CHEMBL451",5.37,46.84,"Bakingsoda","soda"
"xeta","ACT1_M_79404","CHEMBL218712","CHEMBL218712",2.32,681.69,"Acetaminophen","soda"
"xeta","ACT1_M_79405","CHEMBL262956","CHEMBL262956",4.9,949.52,"AceticAcid","acid"
"xeta","ACT1_M_79406","CHEMBL1418512","CHEMBL1418512",8.13,1019.95,"Ehtanol","H2"
"xeta","ACT1_M_79409","CHEMBL182074","CHEMBL182074",3.58,454.83,"CarbonDioxide","carbon"
"xeta","ACT1_M_79410","CHEMBL1351571","CHEMBL1351571",4.23,1447.52,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79411","CHEMBL1089","CHEMBL1089",4.93,2000.17,"SodiumChloride","calcium"
"xeta","ACT1_M_79413","CHEMBL1163492","CHEMBL1163492",2.79,1735.71,"Methane","carbon"
"xeta","ACT1_M_79414","CHEMBL1927251","CHEMBL1927251",5.66,693.15,"Aspirin","carbon"
"xeta","ACT1_M_79415","CHEMBL2335900","CHEMBL2335900",7.52,1037.86,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79419","CHEMBL1917428","CHEMBL1917428",7.93,409.67,"Bakingsoda","soda"
"xeta","ACT1_M_79420","CHEMBL1274","CHEMBL1274",3.59,1655.2,"Acetaminophen","soda"
"xeta","ACT1_M_79421","CHEMBL412119","CHEMBL412119",4.46,1109.23,"AceticAcid","acid"
"xeta","ACT1_M_79425","CHEMBL1682938","CHEMBL1682938",4.55,1076.08,"Ehtanol","H2"
"xeta","ACT1_M_79426","CHEMBL1517664","CHEMBL1517664",4.17,2067.56,"CarbonDioxide","carbon"
"xeta","ACT1_M_79427","CHEMBL2086690","CHEMBL2086690",7.24,804.93,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79428","CHEMBL1807820","CHEMBL1807820",9.79,151.87,"SodiumChloride","calcium"
"xeta","ACT1_M_79431","CHEMBL1809064","CHEMBL1809064",6.34,1166.47,"Methane","carbon"
"xeta","ACT1_M_79440","CHEMBL1739708","CHEMBL1739708",2.71,538.15,"Aspirin","carbon"
"xeta","ACT1_M_79441","CHEMBL281266","CHEMBL281266",7.77,588.76,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79442","CHEMBL2059866","CHEMBL2059866",4.45,1743.02,"Bakingsoda","soda"
"xeta","ACT1_M_79443","CHEMBL1669154","CHEMBL1669154",1.82,220.77,"Acetaminophen","soda"
"xeta","ACT1_M_79449","CHEMBL315708","CHEMBL315708",5.78,443.01,"AceticAcid","acid"
"xeta","ACT1_M_79450","CHEMBL139557","CHEMBL139557",7.03,1209.52,"Ehtanol","H2"
"xeta","ACT1_M_79451","CHEMBL1180272","CHEMBL1180272",3.96,691.06,"CarbonDioxide","carbon"
"xeta","ACT1_M_79452","CHEMBL142703","CHEMBL142703",9.73,593.89,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79456","CHEMBL1443631","CHEMBL1443631",1.53,1414.15,"SodiumChloride","calcium"
"xeta","ACT1_M_79457","CHEMBL685","CHEMBL685",8.27,1028.98,"Methane","carbon"
"xeta","ACT1_M_79458","CHEMBL179190","CHEMBL179190",6.71,380.26,"Aspirin","carbon"
"xeta","ACT1_M_79459","CHEMBL1807850","CHEMBL1807850",3.52,2000.01,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79461","CHEMBL205742","CHEMBL205742",7.87,1059.7,"Bakingsoda","soda"
"xeta","ACT1_M_79462","CHEMBL153064","CHEMBL153064",7.77,2125.03,"Acetaminophen","soda"
"xeta","ACT1_M_79468","CHEMBL75821","CHEMBL75821",1.61,1830.79,"AceticAcid","acid"
"xeta","ACT1_M_79470","CHEMBL50149","CHEMBL50149",7.18,1821.67,"Ehtanol","H2"
"xeta","ACT1_M_79471","CHEMBL1934123","CHEMBL1934123",9.57,1125.13,"CarbonDioxide","carbon"
"xeta","ACT1_M_79472","CHEMBL512607","CHEMBL512607",4,2018.26,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79473","CHEMBL1669157","CHEMBL1669157",4.47,1098.31,"SodiumChloride","calcium"
"xeta","ACT1_M_79474","CHEMBL2177613","CHEMBL2177613",5.26,908.12,"Methane","carbon"
"xeta","ACT1_M_79475","CHEMBL193610","CHEMBL193610",6.05,1528.51,"Aspirin","carbon"
"xeta","ACT1_M_79477","CHEMBL1089518","CHEMBL1089518",3.57,1689.15,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79478","CHEMBL1527495","CHEMBL1527495",6.36,2026.64,"Bakingsoda","soda"
"xeta","ACT1_M_79480","CHEMBL1951181","CHEMBL1951181",5.97,1618.89,"Acetaminophen","soda"
"xeta","ACT1_M_79481","CHEMBL452273","CHEMBL452273",9,1291.81,"AceticAcid","acid"
"xeta","ACT1_M_79482","CHEMBL1934415","CHEMBL1934415",8.15,243.32,"Ehtanol","H2"
"xeta","ACT1_M_79483","CHEMBL243001","CHEMBL243001",9.2,1945.71,"CarbonDioxide","carbon"
"xeta","ACT1_M_79484","CHEMBL594707","CHEMBL594707",5.64,1005.33,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79485","CHEMBL560241","CHEMBL560241",5.06,424.15,"SodiumChloride","calcium"
"xeta","ACT1_M_79486","CHEMBL2178735","CHEMBL2178735",7.1,377.45,"Methane","carbon"
"xeta","ACT1_M_79487","CHEMBL1609717","CHEMBL1609717",5.53,83.46,"Aspirin","carbon"
"xeta","ACT1_M_79488","CHEMBL238087","CHEMBL238087",6.46,1553.16,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79490","CHEMBL319165","CHEMBL319165",8.04,1252.01,"Bakingsoda","soda"
"xeta","ACT1_M_79491","CHEMBL1087898","CHEMBL1087898",3.4,191.66,"Acetaminophen","soda"
"xeta","ACT1_M_79492","CHEMBL255170","CHEMBL255170",3.31,891.7,"AceticAcid","acid"
"xeta","ACT1_M_79493","CHEMBL2158824","CHEMBL2158824",1.23,1553.11,"Ehtanol","H2"
"xeta","ACT1_M_79496","CHEMBL193233","CHEMBL193233",8.19,1880.61,"CarbonDioxide","carbon"
"xeta","ACT1_M_79499","CHEMBL1945290","CHEMBL1945290",3.22,351.5,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79501","CHEMBL1072","CHEMBL1072",2.1,39.19,"SodiumChloride","calcium"
"xeta","ACT1_M_79502","CHEMBL1778630","CHEMBL1778630",3.6,697.66,"Methane","carbon"
"xeta","ACT1_M_79503","CHEMBL1290078","CHEMBL1290078",1.94,850.39,"Aspirin","carbon"
"xeta","ACT1_M_79504","CHEMBL2151326","CHEMBL2151326",9.6,756.33,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79505","CHEMBL1289575","CHEMBL1289575",6.42,1242.84,"Bakingsoda","soda"
"xeta","ACT1_M_79515","CHEMBL2325737","CHEMBL2325737",1.44,381.81,"Acetaminophen","soda"
"xeta","ACT1_M_79517","CHEMBL32066","CHEMBL32066",1.64,667.4,"AceticAcid","acid"
"xeta","ACT1_M_79519","CHEMBL14130","CHEMBL14130",9.6,288.24,"Ehtanol","H2"
"xeta","ACT1_M_79520","CHEMBL1916267","CHEMBL1916267",3.22,1525.69,"CarbonDioxide","carbon"
"xeta","ACT1_M_79521","CHEMBL187368","CHEMBL187368",4.65,1867.85,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79522","CHEMBL216053","CHEMBL216053",8.42,856.06,"SodiumChloride","calcium"
"xeta","ACT1_M_79526","CHEMBL169186","CHEMBL169186",2.23,1212.05,"Methane","carbon"
"xeta","ACT1_M_79532","CHEMBL1940107","CHEMBL1940107",5.8,957.65,"Aspirin","carbon"
"xeta","ACT1_M_79533","CHEMBL335759","CHEMBL335759",4.14,946.85,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79534","CHEMBL2086657","CHEMBL2086657",4.34,660.78,"Bakingsoda","soda"
"xeta","ACT1_M_79535","CHEMBL11084","CHEMBL11084",7.31,1920.42,"Acetaminophen","soda"
"xeta","ACT1_M_79536","CHEMBL1605804","CHEMBL1605804",4.82,1815.95,"AceticAcid","acid"
"xeta","ACT1_M_79540","CHEMBL402311","CHEMBL402311",7.7,951.12,"Ehtanol","H2"
"xeta","ACT1_M_79541","CHEMBL472524","CHEMBL472524",6.22,1571.52,"CarbonDioxide","carbon"
"xeta","ACT1_M_79543","CHEMBL1477036","CHEMBL1477036",2.34,314.14,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79544","CHEMBL315157","CHEMBL315157",5.88,1295.87,"SodiumChloride","calcium"
"xeta","ACT1_M_79545","CHEMBL235763","CHEMBL235763",6.49,99.45,"Methane","carbon"
"xeta","ACT1_M_79546","CHEMBL1957366","CHEMBL1957366",5.63,199.74,"Aspirin","carbon"
"xeta","ACT1_M_79547","CHEMBL1623092","CHEMBL1623092",7.62,644.93,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79548","CHEMBL438","CHEMBL438",9.32,718.97,"Bakingsoda","soda"
"xeta","ACT1_M_79550","CHEMBL1807832","CHEMBL1807832",7.38,1454.29,"Acetaminophen","soda"
"xeta","ACT1_M_79551","CHEMBL134908","CHEMBL134908",1.55,1977.92,"AceticAcid","acid"
"xeta","ACT1_M_79552","CHEMBL36643","CHEMBL36643",2.36,1728.68,"Ehtanol","H2"
"xeta","ACT1_M_79555","CHEMBL1180194","CHEMBL1180194",1.71,1132.9,"CarbonDioxide","carbon"
"xeta","ACT1_M_79557","CHEMBL2036733","CHEMBL2036733",4.88,886.5,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79559","CHEMBL1835910","CHEMBL1835910",9.28,1328.5,"SodiumChloride","calcium"
"xeta","ACT1_M_79560","CHEMBL1779007","CHEMBL1779007",5.68,829.72,"Methane","carbon"
"xeta","ACT1_M_79561","CHEMBL1824376","CHEMBL1824376",7.98,525.25,"Aspirin","carbon"
"xeta","ACT1_M_79562","CHEMBL1081772","CHEMBL1081772",8.38,333.21,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79563","CHEMBL496929","CHEMBL496929",7.37,1706.48,"Bakingsoda","soda"
"xeta","ACT1_M_79564","CHEMBL199147","CHEMBL199147",7.03,808.99,"Acetaminophen","soda"
"xeta","ACT1_M_79565","CHEMBL15932","CHEMBL15932",4.03,1430.25,"AceticAcid","acid"
"xeta","ACT1_M_79566","CHEMBL558748","CHEMBL558748",4.22,886.2,"Ehtanol","H2"
"xeta","ACT1_M_79567","CHEMBL237889","CHEMBL237889",9.72,1672.59,"CarbonDioxide","carbon"
"xeta","ACT1_M_79568","CHEMBL596271","CHEMBL596271",9.5,1186.81,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79569","CHEMBL1951080","CHEMBL1951080",4.52,1962.11,"SodiumChloride","calcium"
"xeta","ACT1_M_79570","CHEMBL1771","CHEMBL1771",8.28,354.57,"Methane","carbon"
"xeta","ACT1_M_79571","CHEMBL234951","CHEMBL234951",1.99,890.38,"Aspirin","carbon"
"xeta","ACT1_M_79572","CHEMBL565079","CHEMBL565079",6.13,667.51,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79573","CHEMBL317462","CHEMBL317462",4.23,671.13,"Bakingsoda","soda"
"xeta","ACT1_M_79574","CHEMBL1951182","CHEMBL1951182",5.82,523.38,"Acetaminophen","soda"
"xeta","ACT1_M_79582","CHEMBL2030960","CHEMBL2030960",6.57,309.7,"AceticAcid","acid"
"xeta","ACT1_M_79585","CHEMBL13097","CHEMBL13097",6.84,1711.12,"Ehtanol","H2"
"xeta","ACT1_M_79590","CHEMBL1527751","CHEMBL1527751",4.79,1559.16,"CarbonDioxide","carbon"
"xeta","ACT1_M_79610","CHEMBL1940306","CHEMBL1940306",1.19,880.08,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79612","CHEMBL578201","CHEMBL578201",5.22,1566,"SodiumChloride","calcium"
"xeta","ACT1_M_79615","CHEMBL276218","CHEMBL276218",2.34,676.98,"Methane","carbon"
"xeta","ACT1_M_79616","CHEMBL2153181","CHEMBL2153181",5.92,18.11,"Aspirin","carbon"
"xeta","ACT1_M_79621","CHEMBL1916276","CHEMBL1916276",9.14,907.84,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79622","CHEMBL93884","CHEMBL93884",2.86,1283.64,"Bakingsoda","soda"
"xeta","ACT1_M_79624","CHEMBL2171986","CHEMBL2171986",1.48,1846.23,"Acetaminophen","soda"
"xeta","ACT1_M_79630","CHEMBL190044","CHEMBL190044",4.27,1707.27,"AceticAcid","acid"
"xeta","ACT1_M_79632","CHEMBL469790","CHEMBL469790",1.28,1920.25,"Ehtanol","H2"
"xeta","ACT1_M_79635","CHEMBL2165055","CHEMBL2165055",5.64,1057.47,"CarbonDioxide","carbon"
"xeta","ACT1_M_79636","CHEMBL322479","CHEMBL322479",1.26,1019.79,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79639","CHEMBL2036736","CHEMBL2036736",5.65,1211.9,"SodiumChloride","calcium"
"xeta","ACT1_M_79643","CHEMBL2179291","CHEMBL2179291",6.53,665.87,"Methane","carbon"
"xeta","ACT1_M_79645","CHEMBL2158823","CHEMBL2158823",9.18,2026.53,"Aspirin","carbon"
"xeta","ACT1_M_79653","CHEMBL641","CHEMBL641",8.38,492.66,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79654","CHEMBL1289785","CHEMBL1289785",9.06,1703.84,"Bakingsoda","soda"
"xeta","ACT1_M_79655","CHEMBL1381135","CHEMBL1381135",3.06,1124.25,"Acetaminophen","soda"
"xeta","ACT1_M_79656","CHEMBL528217","CHEMBL528217",4.84,643.28,"AceticAcid","acid"
"xeta","ACT1_M_79657","CHEMBL2177621","CHEMBL2177621",7.25,629.44,"Ehtanol","H2"
"xeta","ACT1_M_79658","CHEMBL475386","CHEMBL475386",1.99,228.4,"CarbonDioxide","carbon"
"xeta","ACT1_M_79659","CHEMBL2325699","CHEMBL2325699",6.72,1986.68,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79661","CHEMBL2010845","CHEMBL2010845",6.07,718.13,"SodiumChloride","calcium"
"xeta","ACT1_M_79662","CHEMBL103","CHEMBL103",2.87,1392.96,"Methane","carbon"
"xeta","ACT1_M_79663","CHEMBL2208428","CHEMBL2208428",7.43,830.53,"Aspirin","carbon"
"xeta","ACT1_M_79664","CHEMBL1796293","CHEMBL1796293",9.18,704.95,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79665","CHEMBL1557436","CHEMBL1557436",8.79,519.86,"Bakingsoda","soda"
"xeta","ACT1_M_79666","CHEMBL2031236","CHEMBL2031236",3.31,2017.51,"Acetaminophen","soda"
"xeta","ACT1_M_79667","CHEMBL2087849","CHEMBL2087849",8.83,1231.83,"AceticAcid","acid"
"xeta","ACT1_M_79668","CHEMBL1235773","CHEMBL1235773",6.65,842.38,"Ehtanol","H2"
"xeta","ACT1_M_79669","CHEMBL339051","CHEMBL339051",3.47,667.46,"CarbonDioxide","carbon"
"xeta","ACT1_M_79671","CHEMBL168899","CHEMBL168899",4.88,1394.52,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79672","CHEMBL517","CHEMBL517",8.13,384.65,"SodiumChloride","calcium"
"xeta","ACT1_M_79673","CHEMBL578288","CHEMBL578288",2.9,219,"Methane","carbon"
"xeta","ACT1_M_79674","CHEMBL1778648","CHEMBL1778648",4.37,101.28,"Aspirin","carbon"
"xeta","ACT1_M_79675","CHEMBL1778635","CHEMBL1778635",5.21,859.14,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79676","CHEMBL1234354","CHEMBL1234354",6.64,729.65,"Bakingsoda","soda"
"xeta","ACT1_M_79682","CHEMBL1550278","CHEMBL1550278",7.66,380.63,"Acetaminophen","soda"
"xeta","ACT1_M_79683","CHEMBL1096","CHEMBL1096",1.87,2037.64,"AceticAcid","acid"
"xeta","ACT1_M_79684","CHEMBL1807822","CHEMBL1807822",7.23,2082.25,"Ehtanol","H2"
"xeta","ACT1_M_79685","CHEMBL1310086","CHEMBL1310086",9.38,1218.97,"CarbonDioxide","carbon"
"xeta","ACT1_M_79688","CHEMBL373364","CHEMBL373364",5.72,920.22,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79689","CHEMBL484901","CHEMBL484901",4.99,1038.35,"SodiumChloride","calcium"
"xeta","ACT1_M_79690","CHEMBL1233652","CHEMBL1233652",4.23,1961.68,"Methane","carbon"
"xeta","ACT1_M_79691","CHEMBL2059196","CHEMBL2059196",9.03,71.49,"Aspirin","carbon"
"xeta","ACT1_M_79692","CHEMBL1934414","CHEMBL1934414",1.3,663.08,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79694","CHEMBL1415894","CHEMBL1415894",4.24,850.76,"Bakingsoda","soda"
"xeta","ACT1_M_79695","CHEMBL2335875","CHEMBL2335875",2.38,726.11,"Acetaminophen","soda"
"xeta","ACT1_M_79697","CHEMBL1916269","CHEMBL1916269",1.33,1321.39,"AceticAcid","acid"
"xeta","ACT1_M_79698","CHEMBL1224139","CHEMBL1224139",9.38,197.35,"Ehtanol","H2"
"xeta","ACT1_M_79700","CHEMBL1082812","CHEMBL1082812",9.5,346.44,"CarbonDioxide","carbon"
"xeta","ACT1_M_79706","CHEMBL12980","CHEMBL12980",3.55,888.22,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79708","CHEMBL1412343","CHEMBL1412343",1.91,1484.62,"SodiumChloride","calcium"
"xeta","ACT1_M_79709","CHEMBL453862","CHEMBL453862",6.22,714.97,"Methane","carbon"
"xeta","ACT1_M_79710","CHEMBL296572","CHEMBL296572",4.55,556.09,"Aspirin","carbon"
"xeta","ACT1_M_79711","CHEMBL239513","CHEMBL239513",7.27,220.48,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79712","CHEMBL479445","CHEMBL479445",2.32,886.52,"Bakingsoda","soda"
"xeta","ACT1_M_79715","CHEMBL2152917","CHEMBL2152917",1.38,2075.78,"Acetaminophen","soda"
"xeta","ACT1_M_79723","CHEMBL299672","CHEMBL299672",7.26,433.95,"AceticAcid","acid"
"xeta","ACT1_M_79724","CHEMBL1682820","CHEMBL1682820",8.54,557.45,"Ehtanol","H2"
"xeta","ACT1_M_79725","CHEMBL247367","CHEMBL247367",7.46,576.08,"CarbonDioxide","carbon"
"xeta","ACT1_M_79728","CHEMBL2010834","CHEMBL2010834",8.95,789.43,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79730","CHEMBL1945293","CHEMBL1945293",4.06,52.63,"SodiumChloride","calcium"
"xeta","ACT1_M_79738","CHEMBL1652588","CHEMBL1652588",4.6,271.52,"Methane","carbon"
"xeta","ACT1_M_79743","CHEMBL190812","CHEMBL190812",6.03,1675.05,"Aspirin","carbon"
"xeta","ACT1_M_79746","CHEMBL235392","CHEMBL235392",9.36,236.7,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79747","CHEMBL62193","CHEMBL62193",8.81,2119.21,"Bakingsoda","soda"
"xeta","ACT1_M_79748","CHEMBL1784338","CHEMBL1784338",8.1,791.59,"Acetaminophen","soda"
"xeta","ACT1_M_79749","CHEMBL1650698","CHEMBL1650698",5.57,709.47,"AceticAcid","acid"
"xeta","ACT1_M_79751","CHEMBL2062583","CHEMBL2062583",8.63,153.36,"Ehtanol","H2"
"xeta","ACT1_M_79752","CHEMBL4","CHEMBL4",2.82,1399.12,"CarbonDioxide","carbon"
"xeta","ACT1_M_79756","CHEMBL2158534","CHEMBL2158534",9.24,316.25,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79758","CHEMBL492234","CHEMBL492234",8.88,394.41,"SodiumChloride","calcium"
"xeta","ACT1_M_79759","CHEMBL131921","CHEMBL131921",8.55,1988.61,"Methane","carbon"
"xeta","ACT1_M_79760","CHEMBL21731","CHEMBL21731",4.44,2061.23,"Aspirin","carbon"
"xeta","ACT1_M_79761","CHEMBL346528","CHEMBL346528",1.77,1887.16,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79762","CHEMBL133501","CHEMBL133501",8.64,1062.65,"Bakingsoda","soda"
"xeta","ACT1_M_79763","CHEMBL2087854","CHEMBL2087854",3.69,1857.94,"Acetaminophen","soda"
"xeta","ACT1_M_79767","CHEMBL1689126","CHEMBL1689126",9.83,888.75,"AceticAcid","acid"
"xeta","ACT1_M_79768","CHEMBL1650728","CHEMBL1650728",6.59,1774.66,"Ehtanol","H2"
"xeta","ACT1_M_79772","CHEMBL2178942","CHEMBL2178942",3.88,1321.77,"CarbonDioxide","carbon"
"xeta","ACT1_M_79773","CHEMBL1800528","CHEMBL1800528",4.15,1394.76,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79775","CHEMBL143305","CHEMBL143305",2.44,1947.84,"SodiumChloride","calcium"
"xeta","ACT1_M_79777","CHEMBL2326481","CHEMBL2326481",3.45,109.61,"Methane","carbon"
"xeta","ACT1_M_79781","CHEMBL15245","CHEMBL15245",3.13,334.66,"Aspirin","carbon"
"xeta","ACT1_M_79782","CHEMBL1852688","CHEMBL1852688",4.96,1394.76,"PotassiumTartrate","carbon"
"xeta","ACT1_M_79783","CHEMBL2171169","CHEMBL2171169",6.34,299.07,"Bakingsoda","soda"
"xeta","ACT1_M_79784","CHEMBL2216830","CHEMBL2216830",9.48,1127.03,"Acetaminophen","soda"
"xeta","ACT1_M_79785","CHEMBL381098","CHEMBL381098",4.45,970.53,"AceticAcid","acid"
"xeta","ACT1_M_79786","CHEMBL284275","CHEMBL284275",3.41,1885,"Ehtanol","H2"
"xeta","ACT1_M_79787","CHEMBL2177167","CHEMBL2177167",1.23,30.76,"CarbonDioxide","carbon"
"xeta","ACT1_M_79788","CHEMBL2331746","CHEMBL2331746",6.74,2023.05,"CalciumCarbonate","calcium"
"xeta","ACT1_M_79791","CHEMBL1712280","CHEMBL1712280",5.18,1584.4,"SodiumChloride","calcium"
"xeta","ACT1_M_79792","CHEMBL1790041","CHEMBL1790041",7.04,1476.72,"Methane","carbon"
"xeta","ACT1_M_79794","CHEMBL1184060","CHEMBL1184060",7.46,1004.07,"Aspirin","carbon"
"xeta","ACT1_M_79795","CHEMBL1502799","CHEMBL1502799",5.94,1695.42,"PotassiumTartrate","carbon"
