"transactionId","sku","name","units","value","subcategory","category"
"ACT12_M_11219","quinoxaline acaricides","quinoxaline acaricides",5.47,138.9,"Ehtanol","H2"
"ACT12_M_11689","chinomethionat","chinomethionat",9.44,730.36,"CarbonDioxide","carbon"
"ACT12_M_12404","thioquinox","thioquinox",6.74,132.54,"CalciumCarbonate","calcium"
"ACT12_M_13321","strobilurin acaricides","strobilurin acaricides",2.83,402.15,"SodiumChloride","calcium"
"ACT12_M_14483","methoxyacrylate strobilurin acaricides","methoxyacrylate strobilurin acaricides",4.56,1022.52,"Methane","carbon"
"ACT12_M_14668","bifujunzhi","bifujunzhi",2.56,1951.54,"Aspirin","carbon"
"ACT12_M_15189","fluacrypyrim","fluacrypyrim",9.97,651.78,"PotassiumTartrate","carbon"
"ACT12_M_16122","flufenoxystrobin","flufenoxystrobin",1.81,1509.03,"Bakingsoda","soda"
"ACT12_M_17310","pyriminostrobin","pyriminostrobin",1.36,1240.64,"Acetaminophen","soda"
"ACT12_M_17481","sulfite ester acaricides","sulfite ester acaricides",1.09,1976.38,"AceticAcid","acid"
"ACT12_M_17516","aramite","aramite",9.18,785.24,"Ehtanol","H2"
"ACT12_M_17517","propargite","propargite",3.99,256.16,"CarbonDioxide","carbon"
"ACT12_M_17521","tetronic acid acaricides","tetronic acid acaricides",3.78,823.43,"CalciumCarbonate","calcium"
"ACT12_M_17545","spirodiclofen","spirodiclofen",6.03,238.35,"SodiumChloride","calcium"
"ACT12_M_17553","spiromesifen","spiromesifen",9.35,1927.88,"Methane","carbon"
"ACT12_M_17555","tetrazine acaricides","tetrazine acaricides",6.43,316.54,"Aspirin","carbon"
"ACT12_M_17564","clofentezine","clofentezine",7.01,1540.3,"PotassiumTartrate","carbon"
"ACT12_M_18391","diflovidazin","diflovidazin",9.9,240,"Bakingsoda","soda"
"ACT12_M_18392","thiazolidine acaricides","thiazolidine acaricides",8.45,1573.31,"Acetaminophen","soda"
"ACT12_M_19414","flubenzimine","flubenzimine",6.46,545.87,"AceticAcid","acid"
"ACT12_M_23331","hexythiazox","hexythiazox",9.14,1577.63,"Ehtanol","H2"
"ACT12_M_23774","thiocarbamate acaricides","thiocarbamate acaricides",6.75,2119.83,"CarbonDioxide","carbon"
"ACT12_M_24001","fenothiocarb","fenothiocarb",8.52,911.41,"CalciumCarbonate","calcium"
"ACT12_M_24570","thiourea acaricides","thiourea acaricides",7.8,1744.06,"SodiumChloride","calcium"
"ACT12_M_24762","chloromethiuron","chloromethiuron",5.02,1150.1,"Methane","carbon"
"ACT12_M_25193","diafenthiuron","diafenthiuron",6.56,746.49,"Aspirin","carbon"
"ACT12_M_25337","unclassified acaricides","unclassified acaricides",7.56,422,"PotassiumTartrate","carbon"
"ACT12_M_25546","acequinocyl","acequinocyl",7.87,1435.78,"Bakingsoda","soda"
"ACT12_M_26250","acynonapyr","acynonapyr",6.39,35.05,"Acetaminophen","soda"
"ACT12_M_26255","amidoflumet","amidoflumet",8.37,1054.7,"AceticAcid","acid"
"ACT12_M_26256","arsenous oxide","arsenous oxide",4.33,1257.94,"Ehtanol","H2"
"ACT12_M_26257","clenpirin","clenpirin",4.3,253.59,"CarbonDioxide","carbon"
"ACT12_M_26261","closantel","closantel",9.46,859.61,"CalciumCarbonate","calcium"
"ACT12_M_26265","crotamiton","crotamiton",1.62,1926.11,"SodiumChloride","calcium"
"ACT12_M_26410","cycloprate","cycloprate",7.83,1804.92,"Methane","carbon"
"ACT12_M_26423","cymiazole","cymiazole",5.59,1717.1,"Aspirin","carbon"
"ACT12_M_26424","disulfiram","disulfiram",5.2,937.87,"PotassiumTartrate","carbon"
"ACT12_M_26425","etoxazole","etoxazole",2.41,2046.85,"Bakingsoda","soda"
"ACT12_M_26426","fenazaflor","fenazaflor",8.05,1891.62,"Acetaminophen","soda"
"ACT12_M_26427","fenazaquin","fenazaquin",9.63,1306.36,"AceticAcid","acid"
"ACT12_M_26436","fluenetil","fluenetil",8.41,378.72,"Ehtanol","H2"
"ACT12_M_26452","flupentiofenox","flupentiofenox",6.96,931.67,"CarbonDioxide","carbon"
"ACT12_M_26453","mesulfen","mesulfen",2.62,1396.04,"CalciumCarbonate","calcium"
"ACT12_M_27682","MNAF","MNAF",6.34,1968.31,"SodiumChloride","calcium"
"ACT12_M_28757","nifluridide","nifluridide",9.45,734.66,"Methane","carbon"
"ACT12_M_28895","nikkomycins","nikkomycins",1.23,979.2,"Aspirin","carbon"
"ACT12_M_29164","pyridaben","pyridaben",6.79,1933.81,"PotassiumTartrate","carbon"
"ACT12_M_29349","sulfiram","sulfiram",6.03,459.02,"Bakingsoda","soda"
"ACT12_M_29585","sulfluramid","sulfluramid",5.87,1584.81,"Acetaminophen","soda"
"ACT12_M_29679","sulfur","sulfur",2.76,1291.46,"AceticAcid","acid"
"ACT12_M_30349","thuringiensin","thuringiensin",2.86,1770.39,"Ehtanol","H2"
"ACT12_M_30370","triarathene","triarathene",2.16,612.28,"CarbonDioxide","carbon"
"ACT12_M_30372","azobenzene","azobenzene",4.24,226.65,"CalciumCarbonate","calcium"
"ACT12_M_30374","benzoximate","benzoximate",5.88,1752.58,"SodiumChloride","calcium"
"ACT12_M_30382","benzyl benzoate","benzyl benzoate",8.32,1671.04,"Methane","carbon"
"ACT12_M_30389","bromopropylate","bromopropylate",5.54,535.15,"Aspirin","carbon"
"ACT12_M_30391","chlorbenside","chlorbenside",6.58,210.59,"PotassiumTartrate","carbon"
"ACT12_M_30392","chlorfenethol","chlorfenethol",5.85,1081.89,"Bakingsoda","soda"
"ACT12_M_30395","chlorfenson","chlorfenson",1.23,1300.41,"Acetaminophen","soda"
"ACT12_M_30397","chlorfensulphide","chlorfensulphide",8.89,2123.71,"AceticAcid","acid"
"ACT12_M_30398","chlorobenzilate","chlorobenzilate",2.64,1835.41,"Ehtanol","H2"
"ACT12_M_30490","chloropropylate","chloropropylate",3.22,2026,"CarbonDioxide","carbon"
"ACT12_M_30493","cyflumetofen","cyflumetofen",3.16,1447.32,"CalciumCarbonate","calcium"
"ACT12_M_30599","DDT","DDT",9.89,620.19,"SodiumChloride","calcium"
"ACT12_M_30601","dicofol","dicofol",9.47,240.34,"Methane","carbon"
"ACT12_M_30608","diphenyl sulfone","diphenyl sulfone",9.19,1523.56,"Aspirin","carbon"
"ACT12_M_30615","dofenapyn","dofenapyn",7.47,1048.66,"PotassiumTartrate","carbon"
"ACT12_M_30617","fenson","fenson",7.13,919.87,"Bakingsoda","soda"
"ACT12_M_30618","fentrifanil","fentrifanil",7.31,210.68,"Acetaminophen","soda"
"ACT12_M_30620","fluorbenside","fluorbenside",9.03,694.64,"AceticAcid","acid"
"ACT12_M_30642","genit","genit",6.78,939.55,"Ehtanol","H2"
"ACT12_M_30646","hexachlorophene","hexachlorophene",7.65,2004.44,"CarbonDioxide","carbon"
"ACT12_M_30647","phenproxide","phenproxide",6.61,1654.5,"CalciumCarbonate","calcium"
"ACT12_M_31221","proclonol","proclonol",7.71,282.03,"SodiumChloride","calcium"
"ACT12_M_31322","tetradifon","tetradifon",6.6,1838.92,"Methane","carbon"
"ACT12_M_31326","tetrasul","tetrasul",2.24,640.98,"Aspirin","carbon"
"ACT12_M_31393","oxime carbamate acaricides","oxime carbamate acaricides",4.69,539.22,"PotassiumTartrate","carbon"
"ACT12_M_31565","aldicarb","aldicarb",9.48,1660.39,"Bakingsoda","soda"
"ACT12_M_31690","butocarboxim","butocarboxim",4.63,1539.48,"Acetaminophen","soda"
"ACT12_M_32388","oxamyl","oxamyl",6.51,2123.79,"AceticAcid","acid"
"ACT12_M_32402","thiocarboxime","thiocarboxime",3.42,343.13,"Ehtanol","H2"
"ACT12_M_32811","thiofanox","thiofanox",6.33,1800.73,"CarbonDioxide","carbon"
"ACT12_M_32816","carbazate acaricides","carbazate acaricides",8.21,288.8,"CalciumCarbonate","calcium"
"ACT12_M_33033","bifenazate","bifenazate",9.13,1366.41,"SodiumChloride","calcium"
"ACT12_M_34446","dinitrophenol acaricides","dinitrophenol acaricides",4.62,1060.3,"Methane","carbon"
"ACT12_M_34497","binapacryl","binapacryl",6.45,2054.99,"Aspirin","carbon"
"ACT12_M_34514","dinex","dinex",3.79,1666.42,"PotassiumTartrate","carbon"
"ACT12_M_35186","dinobuton","dinobuton",5.41,1359.1,"Bakingsoda","soda"
"ACT12_M_35697","dinocap","dinocap",7.98,1159.38,"Acetaminophen","soda"
"ACT12_M_36205","dinocap-4","dinocap-4",8.35,184.56,"AceticAcid","acid"
"ACT12_M_36302","dinocap-6","dinocap-6",9.01,2049.96,"Ehtanol","H2"
"ACT12_M_36486","dinocton","dinocton",6.99,1875.69,"CarbonDioxide","carbon"
"ACT12_M_36686","dinopenton","dinopenton",9.62,1165.52,"CalciumCarbonate","calcium"
"ACT12_M_36687","dinosulfon","dinosulfon",5.83,99.76,"SodiumChloride","calcium"
"ACT12_M_36742","dinoterbon","dinoterbon",1.91,1893.01,"Methane","carbon"
"ACT12_M_36820","DNOC","DNOC",2.37,1429.9,"Aspirin","carbon"
"ACT12_M_36934","formamidine acaricides","formamidine acaricides",7.18,68.6,"PotassiumTartrate","carbon"
"ACT12_M_37320","amitraz","amitraz",4.63,1372.09,"Bakingsoda","soda"
"ACT12_M_37415","chlordimeform","chlordimeform",2.51,943.05,"Acetaminophen","soda"
"ACT12_M_37975","chloromebuform","chloromebuform",8.77,1344.83,"AceticAcid","acid"
"ACT12_M_38127","formetanate","formetanate",9.94,1745.51,"Ehtanol","H2"
"ACT12_M_38231","formparanate","formparanate",3.64,611.41,"CarbonDioxide","carbon"
"ACT12_M_38241","medimeform","medimeform",8.3,856.97,"CalciumCarbonate","calcium"
"ACT12_M_38242","semiamitraz","semiamitraz",6.61,1007.42,"SodiumChloride","calcium"
"ACT12_M_38382","isoxazoline acaricides","isoxazoline acaricides",4.98,120.38,"Methane","carbon"
"ACT12_M_38428","afoxolaner","afoxolaner",2.38,880.57,"Aspirin","carbon"
"ACT12_M_38430","esafoxolaner","esafoxolaner",1.67,820.9,"PotassiumTartrate","carbon"
"ACT12_M_38431","fluralaner","fluralaner",8.66,524.02,"Bakingsoda","soda"
"ACT12_M_38432","lotilaner","lotilaner",1.62,547.71,"Acetaminophen","soda"
"ACT12_M_38435","sarolaner","sarolaner",9.16,1842.99,"AceticAcid","acid"
"ACT12_M_38446","tigolaner","tigolaner",9.58,613.4,"Ehtanol","H2"
"ACT12_M_38582","macrocyclic lactone acaricides","macrocyclic lactone acaricides",1.95,160.9,"CarbonDioxide","carbon"
"ACT12_M_38634","tetranactin","tetranactin",5.08,365.71,"CalciumCarbonate","calcium"
"ACT12_M_38687","avermectin acaricides","avermectin acaricides",5.37,923.12,"SodiumChloride","calcium"
"ACT12_M_39537","abamectin","abamectin",2.92,894.19,"Methane","carbon"
"ACT12_M_39552","doramectin","doramectin",6.67,688.12,"Aspirin","carbon"
"ACT12_M_39568","eprinomectin","eprinomectin",9.77,724.45,"PotassiumTartrate","carbon"
"ACT12_M_39569","ivermectin","ivermectin",7.66,1622.6,"Bakingsoda","soda"
"ACT12_M_39570","selamectin","selamectin",5.24,455.7,"Acetaminophen","soda"
"ACT12_M_39571","milbemycin acaricides","milbemycin acaricides",5.87,1754.19,"AceticAcid","acid"
"ACT12_M_39572","milbemectin","milbemectin",9.14,427.02,"Ehtanol","H2"
"ACT12_M_39574","milbemycin oxime","milbemycin oxime",8.66,1958.68,"CarbonDioxide","carbon"
"ACT12_M_39575","moxidectin","moxidectin",8.83,1172.4,"CalciumCarbonate","calcium"
"ACT12_M_39578","mite growth regulators","mite growth regulators",4.92,69.1,"SodiumChloride","calcium"
"ACT12_M_39579","clofentezine","clofentezine",6.84,566.25,"Methane","carbon"
"ACT12_M_39582","cyromazine","cyromazine",1.21,157.28,"Aspirin","carbon"
"ACT12_M_39585","diflovidazin","diflovidazin",4.97,1879.24,"PotassiumTartrate","carbon"
"ACT12_M_39695","dofenapyn","dofenapyn",8.97,851.56,"Bakingsoda","soda"
"ACT12_M_39696","fluazuron","fluazuron",8.79,590.44,"Acetaminophen","soda"
"ACT12_M_39703","flubenzimine","flubenzimine",1.72,827.6,"AceticAcid","acid"
"ACT12_M_39705","flucycloxuron","flucycloxuron",8.01,500.69,"Ehtanol","H2"
"ACT12_M_39711","flufenoxuron","flufenoxuron",2.64,493.43,"CarbonDioxide","carbon"
"ACT12_M_39854","hexythiazox","hexythiazox",7.09,1434.54,"CalciumCarbonate","calcium"
"ACT12_M_39916","organochlorine acaricides","organochlorine acaricides",6.79,1042,"SodiumChloride","calcium"
"ACT12_M_40448","bromocyclen","bromocyclen",9.51,1166,"Methane","carbon"
"ACT12_M_40611","camphechlor","camphechlor",1.73,916.89,"Aspirin","carbon"
"ACT12_M_40628","DDT","DDT",6.15,721.49,"PotassiumTartrate","carbon"
"ACT12_M_41288","dienochlor","dienochlor",7.49,1576.95,"Bakingsoda","soda"
"ACT12_M_41559","endosulfan","endosulfan",4.81,2056.66,"Acetaminophen","soda"
"ACT12_M_41785","lindane","lindane",6.14,1054.35,"AceticAcid","acid"
"ACT12_M_41789","organophosphorus acaricides","organophosphorus acaricides",8.38,1827.57,"Ehtanol","H2"
"ACT12_M_41790","organophosphate acaricides","organophosphate acaricides",1.63,898.4,"CarbonDioxide","carbon"
"ACT12_M_41837","chlorfenvinphos","chlorfenvinphos",1.68,1082.83,"CalciumCarbonate","calcium"
"ACT12_M_42044","crotoxyphos","crotoxyphos",2.99,12.44,"SodiumChloride","calcium"
"ACT12_M_42102","dichlorvos","dichlorvos",1.54,437.04,"Methane","carbon"
"ACT12_M_42222","heptenophos","heptenophos",2.25,1899.77,"Aspirin","carbon"
"ACT12_M_42255","mevinphos","mevinphos",9.8,167.04,"PotassiumTartrate","carbon"
"ACT12_M_42501","monocrotophos","monocrotophos",6.52,87.21,"Bakingsoda","soda"
"ACT12_M_42699","naled","naled",8.61,1659.37,"Acetaminophen","soda"
"ACT12_M_42705","TEPP","TEPP",4.92,1679.04,"AceticAcid","acid"
"ACT12_M_42783","tetrachlorvinphos","tetrachlorvinphos",4.82,1686.35,"Ehtanol","H2"
"ACT12_M_42926","organothiophosphate acaricides","organothiophosphate acaricides",1.24,1198.53,"CarbonDioxide","carbon"
"ACT12_M_42979","amidithion","amidithion",6.69,1577.1,"CalciumCarbonate","calcium"
"ACT12_M_43011","amiton","amiton",2.26,1779.85,"SodiumChloride","calcium"
"ACT12_M_43044","azinphos-ethyl","azinphos-ethyl",7.05,1495.57,"Methane","carbon"
"ACT12_M_43046","azinphos-methyl","azinphos-methyl",7.32,1661.38,"Aspirin","carbon"
"ACT12_M_43297","azothoate","azothoate",5.83,382.04,"PotassiumTartrate","carbon"
"ACT12_M_43298","benoxafos","benoxafos",8.34,313.78,"Bakingsoda","soda"
"ACT12_M_43551","bromophos","bromophos",5.94,1538.52,"Acetaminophen","soda"
"ACT12_M_43603","bromophos-ethyl","bromophos-ethyl",8.38,2045.62,"AceticAcid","acid"
"ACT12_M_43608","carbophenothion","carbophenothion",9.99,1110.23,"Ehtanol","H2"
"ACT12_M_43697","chlorpyrifos","chlorpyrifos",6,1110.66,"CarbonDioxide","carbon"
"ACT12_M_43756","chlorthiophos","chlorthiophos",3.61,709.15,"CalciumCarbonate","calcium"
"ACT12_M_43780","coumaphos","coumaphos",8.64,1056.11,"SodiumChloride","calcium"
"ACT12_M_43992","cyanthoate","cyanthoate",2.22,1277.21,"Methane","carbon"
"ACT12_M_43993","demeton","demeton",6.58,1758.61,"Aspirin","carbon"
"ACT12_M_44099","demeton-O","demeton-O",9.98,1615.04,"PotassiumTartrate","carbon"
"ACT12_M_44130","demeton-S","demeton-S",5.02,1637.34,"Bakingsoda","soda"
"ACT12_M_44205","demeton-methyl","demeton-methyl",3.69,525.84,"Acetaminophen","soda"
"ACT12_M_44900","demeton-O-methyl","demeton-O-methyl",1.18,148.34,"AceticAcid","acid"
"ACT12_M_44904","demeton-S-methyl","demeton-S-methyl",6.51,170.71,"Ehtanol","H2"
"ACT12_M_44906","demeton-S-methylsulphon","demeton-S-methylsulphon",4.51,1705.87,"CarbonDioxide","carbon"
"ACT12_M_45001","dialifos","dialifos",2.94,737.26,"CalciumCarbonate","calcium"
"ACT12_M_45146","diazinon","diazinon",4.92,2027.44,"SodiumChloride","calcium"
"ACT12_M_45379","dimethoate","dimethoate",8.53,748.01,"Methane","carbon"
"ACT12_M_46239","dioxathion","dioxathion",5.91,372.54,"Aspirin","carbon"
"ACT12_M_46678","disulfoton","disulfoton",7.98,2094.66,"PotassiumTartrate","carbon"
"ACT12_M_47163","endothion","endothion",8.66,1525.31,"Bakingsoda","soda"
"ACT12_M_47454","ethion","ethion",1.48,1898.44,"Acetaminophen","soda"
"ACT12_M_47457","ethoate-methyl","ethoate-methyl",5.09,556.46,"AceticAcid","acid"
"ACT12_M_47626","formothion","formothion",1.24,354.72,"Ehtanol","H2"
"ACT12_M_47780","malathion","malathion",1.24,2121.44,"CarbonDioxide","carbon"
"ACT12_M_47788","mecarbam","mecarbam",3.04,2079.68,"CalciumCarbonate","calcium"
"ACT12_M_47912","methacrifos","methacrifos",5.37,1101.02,"SodiumChloride","calcium"
"ACT12_M_48439","omethoate","omethoate",9.08,537.92,"Methane","carbon"
"ACT12_M_48509","oxydeprofos","oxydeprofos",4.42,816.55,"Aspirin","carbon"
"ACT12_M_48510","oxydisulfoton","oxydisulfoton",4.14,1475.71,"PotassiumTartrate","carbon"
"ACT12_M_48703","parathion","parathion",3.21,773.69,"Bakingsoda","soda"
"ACT12_M_48791","phenkapton","phenkapton",4.38,2011.34,"Acetaminophen","soda"
"ACT12_M_48981","phorate","phorate",5.49,134.01,"AceticAcid","acid"
"ACT12_M_49024","phosalone","phosalone",7.52,1223.82,"Ehtanol","H2"
"ACT12_M_49274","phosmet","phosmet",1.62,1270.07,"CarbonDioxide","carbon"
"ACT12_M_49578","phostin","phostin",6.02,1810.2,"CalciumCarbonate","calcium"
"ACT12_M_49582","phoxim","phoxim",2.95,779.4,"SodiumChloride","calcium"
"ACT12_M_49689","pirimiphos-methyl","pirimiphos-methyl",8.14,584.02,"Methane","carbon"
"ACT12_M_49690","prothidathion","prothidathion",9.29,864.34,"Aspirin","carbon"
"ACT12_M_49693","prothoate","prothoate",5.91,2014.46,"PotassiumTartrate","carbon"
"ACT12_M_49982","pyrimitate","pyrimitate",5.74,350.67,"Bakingsoda","soda"
"ACT12_M_50013","quinalphos","quinalphos",5.64,1067.17,"Acetaminophen","soda"
"ACT12_M_50015","quintiofos","quintiofos",6.3,1051.48,"AceticAcid","acid"
"ACT12_M_50110","sophamide","sophamide",6.4,1321.62,"Ehtanol","H2"
"ACT12_M_50114","sulfotep","sulfotep",8.97,2114.33,"CarbonDioxide","carbon"
"ACT12_M_50211","thiometon","thiometon",1.15,1639.91,"CalciumCarbonate","calcium"
"ACT12_M_50217","triazophos","triazophos",9.51,1897.81,"SodiumChloride","calcium"
"ACT12_M_50278","trifenofos","trifenofos",9.04,14.82,"Methane","carbon"
"ACT12_M_50337","vamidothion","vamidothion",6.72,1102.66,"Aspirin","carbon"
"ACT12_M_50362","phosphonate acaricides","phosphonate acaricides",1.77,1096.56,"PotassiumTartrate","carbon"
"ACT12_M_50363","trichlorfon","trichlorfon",8.24,1930.02,"Bakingsoda","soda"
"ACT12_M_50414","phosphoramidothioate acaricides","phosphoramidothioate acaricides",9.9,287.18,"Acetaminophen","soda"
"ACT12_M_50461","isocarbophos","isocarbophos",2.92,1155.31,"AceticAcid","acid"
"ACT12_M_50556","methamidophos","methamidophos",4.29,1678.19,"Ehtanol","H2"
"ACT12_M_50579","propetamphos","propetamphos",2.87,861.01,"CarbonDioxide","carbon"
"ACT12_M_50677","phosphorodiamide acaricides","phosphorodiamide acaricides",4.71,1936.93,"CalciumCarbonate","calcium"
"ACT12_M_50734","dimefox","dimefox",6.26,412.12,"SodiumChloride","calcium"
"ACT12_M_50797","mipafox","mipafox",9.96,1256.35,"Methane","carbon"
"ACT12_M_50901","schradan","schradan",9.4,1300.7,"Aspirin","carbon"
"ACT12_M_50902","organotin acaricides","organotin acaricides",6.91,952.42,"PotassiumTartrate","carbon"
"ACT12_M_50911","azocyclotin","azocyclotin",8.71,1871.69,"Bakingsoda","soda"
"ACT12_M_50937","cyhexatin","cyhexatin",5.05,1083.42,"Acetaminophen","soda"
"ACT12_M_50938","fenbutatin oxide","fenbutatin oxide",6.52,365.68,"AceticAcid","acid"
"ACT12_M_50941","phostin","phostin",2.52,696.41,"Ehtanol","H2"
"ACT12_M_51010","phenylsulfamide acaricides","phenylsulfamide acaricides",6.65,1925.9,"CarbonDioxide","carbon"
"ACT12_M_51019","dichlofluanid","dichlofluanid",6.88,1070.4,"CalciumCarbonate","calcium"
"ACT12_M_51068","phthalimide acaricides","phthalimide acaricides",3.67,1162.29,"SodiumChloride","calcium"
"ACT12_M_51114","dialifos","dialifos",4.32,838.1,"Methane","carbon"
"ACT12_M_51229","phosmet","phosmet",1.35,1061.2,"Aspirin","carbon"
"ACT12_M_51230","pyrazole acaricides","pyrazole acaricides",6.35,702.37,"PotassiumTartrate","carbon"
"ACT12_M_51233","cyenopyrafen","cyenopyrafen",6.51,179.3,"Bakingsoda","soda"
"ACT12_M_51311","cyetpyrafen","cyetpyrafen",5.21,946.56,"Acetaminophen","soda"
"ACT12_M_51347","fenpyroximate","fenpyroximate",6.38,1397.2,"AceticAcid","acid"
"ACT12_M_51406","phenylpyrazole acaricides","phenylpyrazole acaricides",2.25,1197.02,"Ehtanol","H2"
"ACT12_M_51442","acetoprole","acetoprole",5.8,1404.56,"CarbonDioxide","carbon"
"ACT12_M_51491","fipronil","fipronil",3.41,795.79,"CalciumCarbonate","calcium"
"ACT12_M_51519","vaniliprole","vaniliprole",8.51,1737.63,"SodiumChloride","calcium"
"ACT12_M_51547","pyrazolecarboxamide acaricides","pyrazolecarboxamide acaricides",9.87,603.01,"Methane","carbon"
"ACT12_M_51576","pyflubumide","pyflubumide",5.05,1075.35,"Aspirin","carbon"
"ACT12_M_51733","tebufenpyrad","tebufenpyrad",5.95,728.59,"PotassiumTartrate","carbon"
"ACT12_M_51739","pyrethroid acaricides","pyrethroid acaricides",9.18,1755.66,"Bakingsoda","soda"
"ACT12_M_51765","pyrethroid ester acaricides","pyrethroid ester acaricides",5.98,1207.27,"Acetaminophen","soda"
"ACT12_M_51793","acrinathrin","acrinathrin",2.66,1369.45,"AceticAcid","acid"
"ACT12_M_51977","bifenthrin","bifenthrin",8.48,1325.88,"Ehtanol","H2"
"ACT12_M_51982","brofluthrinate","brofluthrinate",9.36,1362.19,"CarbonDioxide","carbon"
"ACT12_M_52043","cyhalothrin","cyhalothrin",1.16,1657.11,"CalciumCarbonate","calcium"
"ACT12_M_52204","cypermethrin","cypermethrin",5.27,418.1,"SodiumChloride","calcium"
"ACT12_M_52205","alpha-cypermethrin","alpha-cypermethrin",5.27,2091.16,"Methane","carbon"
"ACT12_M_52206","fenpropathrin","fenpropathrin",5.54,1979.84,"Aspirin","carbon"
"ACT12_M_52278","fenvalerate","fenvalerate",7.18,1223.94,"PotassiumTartrate","carbon"
"ACT12_M_52305","flucythrinate","flucythrinate",8.53,1516.92,"Bakingsoda","soda"
"ACT12_M_52306","flumethrin","flumethrin",7.7,1898.4,"Acetaminophen","soda"
"ACT12_M_52434","fluvalinate","fluvalinate",7.92,1074.59,"AceticAcid","acid"
"ACT12_M_52437","tau-fluvalinate","tau-fluvalinate",6.26,670.56,"Ehtanol","H2"
"ACT12_M_52451","permethrin","permethrin",2.1,1915.59,"CarbonDioxide","carbon"
"ACT12_M_52501","pyrethroid ether acaricides","pyrethroid ether acaricides",8.39,726.28,"CalciumCarbonate","calcium"
"ACT12_M_52518","halfenprox","halfenprox",4.03,362.79,"SodiumChloride","calcium"
"ACT12_M_52519","pyrimidinamine acaricides","pyrimidinamine acaricides",3.63,785.44,"Methane","carbon"
"ACT12_M_52609","pyrimidifen","pyrimidifen",8.89,1706.77,"Aspirin","carbon"
"ACT12_M_52861","pyrrole acaricides","pyrrole acaricides",3.79,1067.82,"PotassiumTartrate","carbon"
"ACT12_M_53006","chlorfenapyr","chlorfenapyr",9.61,749.39,"Bakingsoda","soda"
"ACT12_M_53101","quaternary ammonium acaricides","quaternary ammonium acaricides",8.21,1245.02,"Acetaminophen","soda"
"ACT12_M_53104","sanguinarine","sanguinarine",1.97,637.91,"AceticAcid","acid"
"ACT12_M_53106","quinoxaline acaricides","quinoxaline acaricides",3.05,1610.55,"Ehtanol","H2"
"ACT12_M_53167","chinomethionat","chinomethionat",7.65,1283.46,"CarbonDioxide","carbon"
"ACT12_M_53168","thioquinox","thioquinox",9.41,1994.95,"CalciumCarbonate","calcium"
"ACT12_M_53235","strobilurin acaricides","strobilurin acaricides",2.16,1798.23,"SodiumChloride","calcium"
"ACT12_M_53242","methoxyacrylate strobilurin acaricides","methoxyacrylate strobilurin acaricides",5.54,116.84,"Methane","carbon"
"ACT12_M_53244","bifujunzhi","bifujunzhi",5.17,1175.51,"Aspirin","carbon"
"ACT12_M_53248","fluacrypyrim","fluacrypyrim",4.33,1053.9,"PotassiumTartrate","carbon"
"ACT12_M_53249","flufenoxystrobin","flufenoxystrobin",3.32,713.26,"Bakingsoda","soda"
"ACT12_M_53252","pyriminostrobin","pyriminostrobin",7.06,1150.32,"Acetaminophen","soda"
"ACT12_M_53253","sulfite ester acaricides","sulfite ester acaricides",9.05,325.95,"AceticAcid","acid"
"ACT12_M_53327","aramite","aramite",7.99,1013.46,"Ehtanol","H2"
"ACT12_M_53475","propargite","propargite",8.08,1643.1,"CarbonDioxide","carbon"
"ACT12_M_53522","tetronic acid acaricides","tetronic acid acaricides",9.47,580.24,"CalciumCarbonate","calcium"
"ACT12_M_53532","spirodiclofen","spirodiclofen",6.5,1918.24,"SodiumChloride","calcium"
"ACT12_M_53648","spiromesifen","spiromesifen",8.13,1599.13,"Methane","carbon"
"ACT12_M_53688","tetrazine acaricides","tetrazine acaricides",2.12,1979.37,"Aspirin","carbon"
"ACT12_M_53755","clofentezine","clofentezine",3.85,1067.27,"PotassiumTartrate","carbon"
"ACT12_M_53778","diflovidazin","diflovidazin",3.11,1854.51,"Bakingsoda","soda"
"ACT12_M_53864","thiazolidine acaricides","thiazolidine acaricides",4.17,685.46,"Acetaminophen","soda"
"ACT12_M_53936","flubenzimine","flubenzimine",3.95,1569.42,"AceticAcid","acid"
"ACT12_M_53949","hexythiazox","hexythiazox",8.53,281.99,"Ehtanol","H2"
"ACT12_M_53950","thiocarbamate acaricides","thiocarbamate acaricides",7.06,1409,"CarbonDioxide","carbon"
"ACT12_M_54023","fenothiocarb","fenothiocarb",9.58,1159.2,"CalciumCarbonate","calcium"
"ACT12_M_54033","thiourea acaricides","thiourea acaricides",5.59,1448.66,"SodiumChloride","calcium"
"ACT12_M_54048","chloromethiuron","chloromethiuron",4.87,1401.98,"Methane","carbon"
"ACT12_M_54168","diafenthiuron","diafenthiuron",8.25,709.46,"Aspirin","carbon"
"ACT12_M_54186","unclassified acaricides","unclassified acaricides",1.3,1012.43,"PotassiumTartrate","carbon"
"ACT12_M_54187","acequinocyl","acequinocyl",2.5,436.21,"Bakingsoda","soda"
"ACT12_M_54196","acynonapyr","acynonapyr",8.82,1464.12,"Acetaminophen","soda"
"ACT12_M_54197","amidoflumet","amidoflumet",8.36,1078.85,"AceticAcid","acid"
"ACT12_M_54233","arsenous oxide","arsenous oxide",6.54,2102.34,"Ehtanol","H2"
"ACT12_M_54239","clenpirin","clenpirin",9.43,1444.5,"CarbonDioxide","carbon"
"ACT12_M_54240","closantel","closantel",4.45,167.2,"CalciumCarbonate","calcium"
